hogar_id,tipo_inmueble,metros_cuadrados,antiguedad_vivienda,zona_fria,calidad_aislamiento,fuente_calefaccion,fuente_agua_caliente,consumo_kwh,uso_horario_pico,horas_alto_consumo,cantidad_equipos,categoria
Hogar_1944,Comercio,1889,16,Si,Alta,Electricidad,Electricidad,370.2,Si,18,86,Ineficiente
Hogar_1945,Comercio,1173,79,No,Media,Electricidad,Electricidad,353.2,Si,10,19,Moderado
Hogar_1946,Departamento,138,129,No,Alta,Electricidad,Solar,668.9,No,14,53,Moderado
Hogar_1947,Departamento,1061,131,No,Muy Alta,Otros,Solar,388.9,No,24,46,Eficiente
Hogar_1948,Casa,1175,84,Si,Alta,Electricidad,Solar,255.9,Si,15,80,Moderado
Hogar_1949,Casa,1614,93,Si,Media,Solar,Electricidad,399.7,Si,2,56,Moderado
Hogar_1950,Departamento,356,133,Si,Baja,Electricidad,Solar,807.9,Si,10,70,Ineficiente
Hogar_1951,Casa,1950,80,Si,Media,Solar,Electricidad,966.5,Si,10,31,Moderado
Hogar_1952,Casa,1332,68,No,Media,Electricidad,Electricidad,636.3,No,9,53,Moderado
Hogar_1953,Departamento,165,68,No,Alta,Solar,Solar,782.3,No,1,34,Eficiente
Hogar_1954,Comercio,1450,147,Si,Alta,Electricidad,Electricidad,533.3,No,19,31,Moderado
Hogar_1955,Pyme,927,15,Si,Alta,Otros,Electricidad,625.2,Si,4,60,Moderado
Hogar_1956,Pyme,1146,50,Si,Alta,Electricidad,Otros,988.1,No,22,11,Moderado
Hogar_1957,Departamento,542,104,Si,Muy Baja,Electricidad,Solar,439.0,Si,22,100,Ineficiente
Hogar_1958,Departamento,594,65,No,Muy Baja,Otros,Electricidad,67.2,Si,24,6,Moderado
Hogar_1959,Departamento,1973,8,Si,Baja,Solar,Solar,957.0,Si,7,27,Moderado
Hogar_1960,Comercio,871,106,No,Muy Alta,Electricidad,Electricidad,793.3,No,12,7,Moderado
Hogar_1961,Casa,1118,99,No,Alta,Otros,Otros,398.9,No,14,49,Eficiente
Hogar_1962,Departamento,143,85,No,Media,Electricidad,Solar,982.4,Si,1,96,Moderado
Hogar_1963,Comercio,913,63,No,Alta,Electricidad,Electricidad,346.2,Si,11,72,Moderado
Hogar_1964,Departamento,1108,21,No,Alta,Otros,Electricidad,372.7,No,23,60,Moderado
Hogar_1965,Departamento,1082,109,Si,Muy Alta,Electricidad,Electricidad,610.1,No,7,33,Moderado
Hogar_1966,Departamento,1367,96,No,Alta,Otros,Solar,275.1,Si,20,47,Moderado
Hogar_1967,Casa,75,17,No,Media,Electricidad,Solar,698.9,No,18,44,Moderado
Hogar_1968,Departamento,1929,70,Si,Media,Solar,Electricidad,153.7,Si,24,79,Moderado
Hogar_1969,Casa,1538,126,No,Baja,Solar,Electricidad,108.9,No,22,27,Eficiente
Hogar_1970,Casa,44,96,No,Media,Otros,Electricidad,535.3,Si,0,94,Moderado
Hogar_1971,Casa,751,0,No,Media,Solar,Electricidad,555.9,Si,7,22,Moderado
Hogar_1972,Comercio,222,131,Si,Baja,Electricidad,Electricidad,107.5,No,9,47,Moderado
Hogar_1973,Casa,1940,3,Si,Alta,Solar,Solar,964.2,No,12,93,Moderado
Hogar_1974,Departamento,1499,124,No,Media,Electricidad,Solar,573.7,Si,4,48,Moderado
Hogar_1975,Casa,584,81,Si,Muy Alta,Solar,Otros,151.9,Si,21,30,Eficiente
Hogar_1976,Pyme,1728,26,No,Baja,Otros,Otros,312.1,Si,8,2,Moderado
Hogar_1977,Casa,477,58,No,Media,Solar,Solar,800.4,Si,9,15,Moderado
Hogar_1978,Departamento,314,31,Si,Media,Solar,Solar,523.7,No,13,47,Eficiente
Hogar_1979,Pyme,1190,27,No,Baja,Electricidad,Otros,189.0,Si,23,27,Moderado
Hogar_1980,Comercio,1133,105,No,Media,Solar,Electricidad,103.7,No,10,71,Eficiente
Hogar_1981,Casa,1743,104,Si,Baja,Electricidad,Electricidad,431.3,Si,13,27,Ineficiente
Hogar_1982,Comercio,416,69,No,Baja,Solar,Electricidad,338.1,No,2,85,Moderado
Hogar_1983,Departamento,1640,61,No,Baja,Electricidad,Solar,656.3,Si,20,13,Moderado
Hogar_1984,Departamento,240,33,No,Baja,Solar,Solar,925.3,Si,15,55,Moderado
Hogar_1985,Casa,1575,86,No,Alta,Electricidad,Electricidad,248.5,Si,19,17,Moderado
Hogar_1986,Casa,240,113,No,Muy Baja,Solar,Solar,855.4,No,16,75,Moderado
Hogar_1987,Comercio,1452,105,No,Media,Electricidad,Solar,920.5,Si,4,59,Moderado
Hogar_1988,Departamento,153,55,No,Alta,Otros,Electricidad,902.1,Si,6,10,Moderado
Hogar_1989,Departamento,1871,112,No,Media,Electricidad,Electricidad,952.1,No,16,33,Moderado
Hogar_1990,Comercio,1526,12,No,Muy Alta,Solar,Electricidad,842.3,No,19,78,Moderado
Hogar_1991,Comercio,785,17,No,Alta,Electricidad,Electricidad,593.9,No,21,37,Moderado
Hogar_1992,Casa,429,112,Si,Alta,Solar,Otros,410.4,Si,10,8,Moderado
Hogar_1993,Departamento,1078,38,No,Baja,Electricidad,Otros,492.2,Si,11,33,Moderado
Hogar_1994,Casa,1841,78,No,Alta,Solar,Otros,872.7,No,24,7,Moderado
Hogar_1995,Comercio,363,145,Si,Alta,Electricidad,Solar,302.1,Si,23,34,Moderado
Hogar_1996,Comercio,856,150,No,Media,Solar,Solar,160.1,Si,1,71,Eficiente
Hogar_1997,Pyme,739,29,Si,Baja,Electricidad,Solar,141.7,Si,18,7,Moderado
Hogar_1998,Casa,386,97,Si,Media,Electricidad,Solar,827.2,No,4,41,Moderado
Hogar_1999,Casa,594,57,No,Alta,Solar,Solar,761.7,Si,10,100,Moderado
Hogar_2000,Casa,1441,66,No,Media,Electricidad,Solar,498.1,No,22,55,Moderado
